"ID","Name","Description","Sort ID","Type","Item Group","Text Type","Icon Type","Icon","Equip Icon","Icon Colour","Add Icon Type","Rarity","Max Count","Palico Max","Enable On Raptor","Sell Price","Buy Price","Fixed","Shikyu","Eatable","Window","Infinite","Heal Raw","Heal","Battle Raw","Battle","Special Raw","Special","For money Raw","For Money","Out Box Raw","Out Box","Non Level Shell Raw","Non Level Shell","Column 30","Column 31","Get Rank 1 Raw","Get Rank 2 Raw","Get Rank 1","Get Rank 2"
370,"Ajarakan Scale+","A high-quality scale from an
Ajarakan. The flame-like spikes
project the monster's hot fury.",1205,"MATERIAL","INVALID","TYPE_05","ITEM_0042",CellImage,"INVALID","I_VERMILION","INVALID",6,99,99,false,1300,13000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
371,"Ajarakan Carapace","A tough Ajarakan carapace.
Even fierce explosions can't
damage it.",1206,"MATERIAL","INVALID","TYPE_05","ITEM_0045",CellImage,"INVALID","I_VERMILION","INVALID",6,99,99,false,1950,19500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
372,"Ajarakan Ridge+","A rock-solid ridge from an
Ajarakan. Reminiscent of a fire
in its color and uneven curves.",1207,"MATERIAL","INVALID","TYPE_05","ITEM_0040",CellImage,"INVALID","I_VERMILION","INVALID",6,99,99,false,2600,26000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
373,"Ajarakan Jewel+","A large jewel that developed
in an Ajarakan. Glows red, as
if holding an inferno within.",1208,"MATERIAL","INVALID","TYPE_05","ITEM_0037",CellImage,"INVALID","I_VERMILION","INVALID",6,99,99,false,2340,23400,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
374,"Ajarakan Medulla","The brainstem of an Ajarakan.
Constantly burning, as if all its
body heat is concentrated within.",1209,"MATERIAL","INVALID","TYPE_05","ITEM_0040",CellImage,"INVALID","I_VERMILION","INVALID",7,99,99,false,7800,78000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
375,"Ajarakan Certificate S","A Guild certificate awarded to those
who have hunted an Ajarakan.
Used to make equipment.",1210,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_VERMILION","INVALID",6,99,99,false,1300,13000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
376,"Nu Udra Hide","A highly-elastic Nu Udra hide.
It looks smooth but has a subtle
roughness.",1211,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_GRAY","INVALID",4,99,99,false,680,6800,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
377,"Nu Udra Spike","A Nu Udra spike. Requires
a skilled hand to handle its
twisted, non-uniform shape.",1212,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_YELLOW","INVALID",4,99,99,false,1020,10200,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
378,"Nu Udra Horn","A Nu Udra Horn. Curved to
protect the eyes and smattered
with small spines.",1213,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_YELLOW","INVALID",4,99,99,false,1496,14960,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
379,"Nu Udra Tentacle","A Nu Udra tentacle. Incredibly
flexible and elastic, only the
sharpest of blades can pierce it.",1214,"MATERIAL","INVALID","TYPE_05","ITEM_0040",CellImage,"INVALID","I_GRAY","INVALID",4,99,99,false,1360,13600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
380,"Nu Udra Oilmucus","A viscous liquid made from a Nu
Udra's body fluids and oil. Adding
oil to it makes it more flammable.",1215,"MATERIAL","INVALID","TYPE_05","ITEM_0072",CellImage,"INVALID","I_GRAY","INVALID",4,99,99,false,1224,12240,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
381,"Nu Udra Cerebrospinal Fluid","A strange fluid formed inside
a Nu Udra. It glows blue and
can strengthen materials.",1216,"MATERIAL","INVALID","TYPE_05","ITEM_0072",CellImage,"INVALID","I_SKY","INVALID",5,99,99,false,4080,40800,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000002","00000002","RARE","RARE"
382,"Nu Udra Certificate","A Guild certificate awarded to
those who have hunted a Nu
Udra. Used to make equipment.",1217,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_GRAY","INVALID",4,99,99,false,680,6800,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
383,"Nu Udra Hide+","High-quality Nu Udra hide.
Especially elastic and fire
resistant. Eternally slimy.",1218,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_GRAY","INVALID",6,99,99,false,2480,24800,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
384,"Nu Udra Spike+","A quality Nu Udra spike. Will
gouge out the surrounding flesh
when removed from its victim.",1219,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_YELLOW","INVALID",6,99,99,false,3720,37200,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
385,"Nu Udra Horn+","A sharp Nu Udra Horn. Each one
twists eerily outward, as if in
search of something.",1220,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_YELLOW","INVALID",6,99,99,false,5456,54560,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
386,"Nu Udra Tentacle+","A large Nu Udra tentacle. A huge
slab of muscle that will thrash
uncontrollably even when cut off.",1221,"MATERIAL","INVALID","TYPE_05","ITEM_0040",CellImage,"INVALID","I_GRAY","INVALID",6,99,99,false,4960,49600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
387,"Nu Udra Oilmucus+","Dense Nu Udra Oilmucus.
Burns unbelievably hot and
long once ignited.",1222,"MATERIAL","INVALID","TYPE_05","ITEM_0072",CellImage,"INVALID","I_GRAY","INVALID",6,99,99,false,4464,44640,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
388,"Nu Udra Flamegem","A mysterious gem formed inside
a Nu Udra. Said to hold the power
to burn the world to the ground.",1223,"MATERIAL","INVALID","TYPE_05","ITEM_0019",CellImage,"INVALID","I_RED","INVALID",7,99,99,false,14880,148800,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000003","00000003","SUPER_RARE","SUPER_RARE"
389,"Nu Udra Certificate S","A Guild certificate awarded to
those who have hunted a Nu
Udra. Used to make equipment.",1224,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_GRAY","INVALID",6,99,99,false,2480,24800,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
390,"Guardian Doshaguma Fur","The fur of a Guardian Doshaguma.
Energy coursing through it has
turned it white and strengthened it.",1225,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,500,5000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
391,"Guardian Doshaguma Hide","The hide of a Guardian Doshaguma.
It is especially thick and tough,
with a distinctive white pattern.",1226,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,750,7500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
392,"Guardian Doshaguma Claw","The claw of a Guardian Doshaguma.
Energy coursing through it has
turned it white and rigid.",1227,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,900,9000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
393,"Guardian Doshaguma Fang","The fang of a Guardian Doshaguma.
Tough enough to withstand the
Doshaguma's fiercely acidic saliva.",1228,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,1100,11000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
394,"G. Doshaguma Certificate","A Guild certificate awarded to those
who have hunted a Guardian
Doshaguma. Used to make equipment.",1229,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,500,5000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
395,"Guardian Doshaguma Fur+","High-quality fur from a Guardian
Doshaguma. Energy coursing through
it has rendered it hard as steel.",1230,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,1500,15000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
396,"Guardian Doshaguma Hide+","A high-quality hide from a Guardian
Doshaguma. Tough as iron and able
to withstand any kind of attack.",1231,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,2250,22500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
397,"Guardian Doshaguma Claw+","An especially sharp claw from a
Guardian Doshaguma. Filled with
energy, it easily cuts through armor.",1232,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,2700,27000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
398,"Guardian Doshaguma Fang+","An especially sharp fang from a
Guardian Doshaguma. Mercilessly
crushes anything in its way.",1233,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,3300,33000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
399,"G. Doshaguma Certificate S","A Guild certificate awarded to those
who have hunted a Guardian
Doshaguma. Used to make equipment.",1234,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,1500,15000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
400,"Guardian Rathalos Scale","A scale from a Guardian Rathalos.
Made thick and tough by the
energy coursing through it.",1235,"MATERIAL","INVALID","TYPE_05","ITEM_0042",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,560,5600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
401,"Guardian Rathalos Shell","The shell of a Guardian Rathalos.
Still radiates heat from the
energy coursing through it.",1236,"MATERIAL","INVALID","TYPE_05","ITEM_0045",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,840,8400,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
402,"Guardian Rathalos Webbing","Webbing from a Guardian Rathalos.
The energy coursing through it has
enhanced its flight capabilities.",1237,"MATERIAL","INVALID","TYPE_05","ITEM_0047",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,1008,10080,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
403,"Guardian Rathalos Tail","The tail of a Guardian Rathalos.
The energy coursing through it has
made it into an adaptable material.",1238,"MATERIAL","INVALID","TYPE_05","ITEM_0046",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,1120,11200,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
405,"G. Rathalos Certificate","A Guild certificate awarded to those
who have hunted a Guardian
Rathalos. Used to make equipment.",1240,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,560,5600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
406,"Guardian Rathalos Scale+","A high-quality scale from a
Guardian Rathalos. Accumulated
energy has made it scorching hot.",1241,"MATERIAL","INVALID","TYPE_05","ITEM_0042",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,1700,17000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
407,"Guardian Rathalos Carapace","The tough carapace of a Guardian
Rathalos. Durable enough to
withstand even the fiercest flames.",1242,"MATERIAL","INVALID","TYPE_05","ITEM_0045",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,2550,25500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
408,"Guardian Rathalos Wing","A wing from a Guardian Rathalos.
Energy courses through each vein,
producing gale-force winds.",1243,"MATERIAL","INVALID","TYPE_05","ITEM_0047",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,3060,30600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
409,"Equipped Mantles","The selected mantle in Change
Equipment will be reflected in
your Radial Menu/Loadouts.",702,"TOOL","INVALID","TYPE_03","ITEM_0073",CellImage,"INVALID","I_WHITE","INVALID",4,1,1,true,0,0,true,false,false,true,true,"00",false,"01",true,"00",false,"00",false,"01",true,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
410,"G. Rathalos Certificate S","A Guild certificate awarded to those
who have hunted a Guardian
Rathalos. Used to make equipment.",1245,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,1700,17000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
411,"Rath Medulla","Only recently extractable due to
advances in carving techniques.
Hard to forge.",1315,"MATERIAL","INVALID","TYPE_05","ITEM_0040",CellImage,"INVALID","I_RED","INVALID",6,99,99,false,3036,30360,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000002","00000002","RARE","RARE"
413,"Demon Ammo","Ammo that produces a cloud that
temporarily strengthens attacks
in the impact zone of where it lands.",122,"SHELL","INVALID","TYPE_06","ITEM_0068",CellImage,"INVALID","I_RED","INVALID",4,3,3,true,9,1,false,false,false,true,false,"00",false,"00",false,"00",false,"00",false,"00",false,"01",true,"00","00000002","00000000","00000000","NONE","NONE"
414,"Armor Ammo","Ammo that produces a cloud that
temporarily strengthens defense
in the impact zone of where it lands.",123,"SHELL","INVALID","TYPE_06","ITEM_0068",CellImage,"INVALID","I_ORANGE","INVALID",4,3,3,true,7,1,false,false,false,true,false,"00",false,"00",false,"00",false,"00",false,"00",false,"01",true,"00","00000002","00000000","00000000","NONE","NONE"
415,"Recover Ammo","Ammo that produces a healing
cloud in the impact zone of
where it lands.",118,"SHELL","INVALID","TYPE_06","ITEM_0068",CellImage,"INVALID","I_GREEN","INVALID",2,3,3,true,2,8,false,false,false,true,false,"00",false,"00",false,"00",false,"00",false,"00",false,"01",true,"00","00000002","00000000","00000000","NONE","NONE"
416,"Tranq Ammo","Ammo used to capture monsters
ensnared in traps.",121,"SHELL","INVALID","TYPE_06","ITEM_0032",CellImage,"INVALID","I_PINK","INVALID",3,8,8,true,4,45,false,false,false,true,false,"00",false,"00",false,"00",false,"00",false,"00",false,"01",true,"00","00000002","00000000","00000000","NONE","NONE"
417,"Exhaust Ammo","Ammo that drains a monster's
stamina.",117,"SHELL","INVALID","TYPE_06","ITEM_0032",CellImage,"INVALID","I_EMERALD","INVALID",2,12,12,true,3,15,false,false,false,true,false,"00",false,"00",false,"00",false,"00",false,"00",false,"01",true,"00","00000002","00000000","00000000","NONE","NONE"
418,"Frenzy Shard","A fragment of a disturbing
crystal that possesses a
hidden power.",1054,"MATERIAL","INVALID","TYPE_05","ITEM_0051",CellImage,"INVALID","I_PURPLE","INVALID",6,99,99,false,1000,10000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000000","00000000","NONE","NONE"
419,"Jin Dahaad Scale+","A high-quality Jin Dahaad scale.
Its metallic properties prevent
it from freezing.",1316,"MATERIAL","INVALID","TYPE_05","ITEM_0042",CellImage,"INVALID","I_BROWN","INVALID",6,99,99,false,2300,23000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
420,"Jin Dahaad Carapace","The tough carapace of a Jin
Dahaad. Tough as steel without
impeding movement.",1317,"MATERIAL","INVALID","TYPE_05","ITEM_0045",CellImage,"INVALID","I_BROWN","INVALID",6,99,99,false,3450,34500,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
421,"Jin Dahaad Iceplate","From the back of a Jin Dahaad,
this plate's metallic properties allow
it to freeze the surrounding air.",1318,"MATERIAL","INVALID","TYPE_05","ITEM_0045",CellImage,"INVALID","I_BROWN","INVALID",6,99,99,false,4140,41400,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
422,"Jin Dahaad Claw+","A sharp claw from a Jin Dahaad.
Terrifyingly cold, it freezes
everything it touches.",1319,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_BROWN","INVALID",6,99,99,false,4600,46000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
423,"Jin Dahaad Horn","A layered horn from a Jin Dahaad.
Also acts as a heat vent.",1320,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_BROWN","INVALID",6,99,99,false,5060,50600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
424,"Jin Dahaad Icegem","A rare jewel developed within
a Jin Dahaad. Said to wield the
power to freeze entire cliffs.",1322,"MATERIAL","INVALID","TYPE_05","ITEM_0019",CellImage,"INVALID","I_SKY","INVALID",7,99,99,false,13800,138000,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000003","00000003","SUPER_RARE","SUPER_RARE"
425,"Jin Dahaad Certificate S","A Guild certificate awarded to those
who have hunted a Jin Dahaad.
Used to make equipment.",1323,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_BROWN","INVALID",6,99,99,false,2300,23000,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
426,"Guardian Ebony Scale","A scale from a Guardian Ebony
Odogaron. Energy coursing through
it has turned parts of it white.",1246,"MATERIAL","INVALID","TYPE_05","ITEM_0042",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,540,5400,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
427,"Guardian Ebony Sinew","Tightly packed sinew from
a Guardian Ebony Odogaron.
Especially strong and heavy.",1247,"MATERIAL","INVALID","TYPE_05","ITEM_0040",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,810,8100,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
428,"Guardian Ebony Claw","A Guardian Ebony Odogaron claw.
Made for ripping things open, even
the slightest touch is dangerous.",1248,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,972,9720,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
429,"Guardian Ebony Fang","A Guardian Ebony Odogaron fang.
Its sharp point allows it to pierce
the vitals of any prey.",1249,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,1188,11880,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
430,"Guardian Ebony Tail","A Guardian Ebony Odogaron tail.
Covered in bristled scales that
call to mind its terrible rage.",1250,"MATERIAL","INVALID","TYPE_05","ITEM_0046",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,1080,10800,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
431,"Guardian Ebony Plate","A Guardian Ebony Odogaron plate.
Energy has bolstered its draconic
power to incredible heights.",1251,"MATERIAL","INVALID","TYPE_05","ITEM_0049",CellImage,"INVALID","I_WHITE","INVALID",5,99,99,false,3240,32400,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000002","00000002","RARE","RARE"
432,"G. Ebony Odogaron Certificate","A Guild certificate awarded to those
who have hunted a Guardian Ebony
Odogaron. Used to make equipment.",1252,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_WHITE","INVALID",4,99,99,false,540,5400,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
433,"Guardian Ebony Scale+","A high-quality Guardian Ebony
Odogaron scale. The flow of
pure energy has strengthened it.",1253,"MATERIAL","INVALID","TYPE_05","ITEM_0042",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,1660,16600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
434,"Guardian Ebony Sinew+","A large piece of sinew from a
Guardian Ebony Odogaron. Excess
energy has strengthened it greatly.",1254,"MATERIAL","INVALID","TYPE_05","ITEM_0040",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,2490,24900,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
435,"Guardian Ebony Claw+","A sharp claw from a Guardian Ebony
Odogaron. Its saw-like form lets it
mercilessly rip apart its prey.",1255,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,2988,29880,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
436,"Guardian Ebony Fang+","A sharp Guardian Ebony Odogaron
fang. Shrouded in misfortune,
only the bravest dare touch it.",1256,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,3652,36520,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
437,"Guardian Ebony Gem","A rare jewel that developed within
a Guardian Ebony Odogaron. Said
to hold a strange draconic power.",1257,"MATERIAL","INVALID","TYPE_05","ITEM_0019",CellImage,"INVALID","I_WHITE","INVALID",7,99,99,false,9960,99600,false,false,false,false,false,"00",false,"00",false,"01",true,"00",false,"00",false,"00",false,"00","00000002","00000003","00000003","SUPER_RARE","SUPER_RARE"
438,"G. Ebony Odogaron Certificate S","A Guild certificate awarded to those
who have hunted a Guardian Ebony
Odogaron. Used to make equipment.",1258,"MATERIAL","INVALID","TYPE_05","ITEM_0029",CellImage,"INVALID","I_WHITE","INVALID",6,99,99,false,1660,16600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
439,"Nourishing Extract","Can be obtained from some large
monsters. Has the ability to amplify
the effects of certain medicines.",99,"EXPENDABLE","INVALID","TYPE_04","ITEM_0072",CellImage,"INVALID","I_WHITE","INVALID",4,20,20,false,122,1220,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
440,"Xu Wu Hide","The hide of a Xu Wu. Covered in
mucus and uniquely flexible,
it's quite a trial to work with.",1259,"MATERIAL","INVALID","TYPE_05","ITEM_0043",CellImage,"INVALID","I_GRAY","INVALID",4,99,99,false,580,5800,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
441,"Golden Corneum","The golden corneum of a Xu Wu.
Formed by hardened secretions that
glisten with a disturbing light.",1260,"MATERIAL","INVALID","TYPE_05","ITEM_0037",CellImage,"INVALID","I_YELLOW","INVALID",4,99,99,false,870,8700,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
442,"Xu Wu Tentacle","A Xu Wu tentacle. It's flexible
musculature makes it perfect for
weapon and armor crafting.",1261,"MATERIAL","INVALID","TYPE_05","ITEM_0040",CellImage,"INVALID","I_GRAY","INVALID",4,99,99,false,1160,11600,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
443,"Xu Wu Claw","A claw from a Xu Wu. Sharp as
a knife and able to pierce prey
without a sound.",1262,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_YELLOW","INVALID",4,99,99,false,1044,10440,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
444,"Xu Wu Fang","A fang from a Xu Wu. Tough
enough to crush any matter
of prey.",1263,"MATERIAL","INVALID","TYPE_05","ITEM_0044",CellImage,"INVALID","I_YELLOW","INVALID",4,99,99,false,1276,12760,false,false,false,false,false,"00",false,"00",false,"00",false,"00",false,"00",false,"00",false,"00","00000002","00000001","00000001","NORMAL","NORMAL"
