"Sort ID","ID","Series","Name","Model ID","Price","Type Sort ID","Type","Rarity","Attack","True Attack","Affinity","Defense Bonus","Element","Element Attack","Sharpness Bar","Sharpness Bar (Handicraft)","Slot 1","Slot 2","Slot 3","Hunting Horn Type","Notes","Melodies","Echo Wave","Echo Bubble","Shelling Type","Shell Level","Switch Axe Phial Type","Switch Axe Phial Value","Charge Blade Phial Type","Kinsect Lv","Skill 1","Skill 1 Level","Skill 2","Skill 2 Level"
48,"Tachi_126","G. Doshaguma Tree","Dosha Gravecleaver I",100001,2600,4,"Long Sword",4,594,180,-0.15,0,"-",0,"","",1,0,0,"","","","","","","","","","","","Power Prolonger",2,"",""
49,"Tachi_127","G. Doshaguma Tree","Dosha Gravecleaver II",100001,10000,4,"Long Sword",6,726,220,-0.15,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",3,"",""
50,"Tachi_128","G. Doshaguma Tree","Gravecleaver Urkemush",100001,20000,4,"Long Sword",8,825,250,-0.15,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
51,"Tachi_076","","Barina Flamberge I",6,500,4,"Long Sword",1,330,100,0.1,0,"Paralysis",100,"","",0,0,0,"","","","","","","","","","","","Critical Draw",1,"",""
52,"Tachi_077","","Barina Flamberge II",6,1500,4,"Long Sword",3,396,120,0.1,0,"Paralysis",130,"","",0,0,0,"","","","","","","","","","","","Critical Draw",1,"Critical Status",1
53,"Tachi_078","","Barina Flamberge III",6,4000,4,"Long Sword",5,495,150,0.15,0,"Paralysis",180,"","",2,1,0,"","","","","","","","","","","","Critical Draw",1,"Critical Status",1
54,"Tachi_079","","Barina Flamberge IV",6,14000,4,"Long Sword",7,594,180,0.15,0,"Paralysis",210,"","",3,2,0,"","","","","","","","","","","","Critical Draw",2,"Critical Status",1
55,"Tachi_080","","Lala Ornithocton",7,20000,4,"Long Sword",8,660,200,0.15,0,"Paralysis",250,"","",3,2,1,"","","","","","","","","","","","Critical Draw",2,"Critical Status",1
56,"Tachi_084","","Blood Cry I",14,1500,4,"Long Sword",3,396,120,0.1,0,"Sleep",130,"","",0,0,0,"","","","","","","","","","","","Power Prolonger",2,"",""
57,"Tachi_085","","Blood Cry II",14,5000,4,"Long Sword",5,495,150,0.15,0,"Sleep",180,"","",2,1,0,"","","","","","","","","","","","Power Prolonger",2,"",""
58,"Tachi_086","","Blood Cry III",14,14000,4,"Long Sword",7,594,180,0.15,0,"Sleep",220,"","",3,2,0,"","","","","","","","","","","","Power Prolonger",3,"",""
59,"Tachi_087","","Blood Scream",14,20000,4,"Long Sword",8,660,200,0.15,0,"Sleep",250,"","",3,2,1,"","","","","","","","","","","","Power Prolonger",3,"",""
60,"Tachi_071","Rathian Tree","Wyvern Blade ""Verde"" I",11,5000,4,"Long Sword",5,528,160,0.15,0,"Poison",140,"","",2,1,0,"","","","","","","","","","","","Critical Status",2,"Poison Duration Up",1
61,"Tachi_072","Rathian Tree","Wyvern Blade ""Verde"" II",11,14000,4,"Long Sword",7,627,190,0.15,0,"Poison",170,"","",3,2,0,"","","","","","","","","","","","Critical Status",3,"Poison Duration Up",1
62,"Tachi_073","Rathian Tree","Wyvern Blade ""Holly",11,20000,4,"Long Sword",8,693,210,0.15,0,"Poison",200,"","",3,2,1,"","","","","","","","","","","","Critical Status",3,"Poison Duration Up",1
63,"Tachi_066","Rathalos Tree","Wyvern Blade ""Blood"" I",12,10000,4,"Long Sword",6,594,180,0.1,0,"Fire",290,"","",2,1,0,"","","","","","","","","","","","Critical Boost",3,"",""
64,"Tachi_067","Rathalos Tree","Wyvern Blade ""Maple",12,20000,4,"Long Sword",8,660,200,0.1,0,"Fire",350,"","",3,2,1,"","","","","","","","","","","","Critical Boost",3,"",""
65,"Tachi_021","Gore Magala Tree","Stahlfakt I",13,14000,4,"Long Sword",7,594,180,0.2,0,"Dragon",270,"","",3,2,0,"","","","","","","","","","","","Critical Element",3,"",""
66,"Tachi_022","Gore Magala Tree","Stahlrecht",13,20000,4,"Long Sword",8,693,210,0.2,0,"Dragon",300,"","",3,2,1,"","","","","","","","","","","","Critical Element",3,"",""
67,"Tachi_100","G. Fulgur Tree","Gnashing Fulgur I",100002,10000,4,"Long Sword",6,594,180,0.2,0,"Thunder",290,"","",2,1,0,"","","","","","","","","","","","Critical Element",3,"",""
68,"Tachi_101","G. Fulgur Tree","Fulgurblade Guardiana",100002,20000,4,"Long Sword",8,693,210,0.2,0,"Thunder",350,"","",3,2,1,"","","","","","","","","","","","Critical Element",3,"",""
69,"Tachi_121","Blangonga Tree","Blanberge I",19,10000,4,"Long Sword",6,660,200,-0.1,0,"Ice",160,"","",2,1,0,"","","","","","","","","","","","Critical Draw",3,"",""
70,"Tachi_122","Blangonga Tree","Blangongaberge",19,20000,4,"Long Sword",8,759,230,-0.1,0,"Ice",200,"","",3,2,1,"","","","","","","","","","","","Critical Draw",3,"",""
100,"Tachi_155","","Artian Saber I",100003,40,4,"Long Sword",6,561,170,0.05,0,"-",230,"","",2,2,2,"","","","","","","","","","","","","","",""
101,"Tachi_156","","Artian Saber II",100003,100,4,"Long Sword",7,594,180,0.05,0,"-",230,"","",2,2,2,"","","","","","","","","","","","","","",""
102,"Tachi_157","","Dimensius",100003,200,4,"Long Sword",8,627,190,0.05,0,"-",270,"","",3,3,3,"","","","","","","","","","","","","","",""
0,"Hammer_000","Expedition Tree","Hope Hammer I",2,200,5,"Hammer",1,468,90,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","","","",""
1,"Hammer_001","Expedition Tree","Hope Hammer II",2,500,5,"Hammer",2,520,100,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Speed Sharpening",1,"",""
2,"Hammer_002","Expedition Tree","Hope Hammer III",2,1500,5,"Hammer",3,676,130,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Speed Sharpening",1,"Critical Eye",1
3,"Hammer_003","Expedition Tree","Hope Hammer IV",2,4000,5,"Hammer",5,832,160,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",1
4,"Hammer_004","Expedition Tree","Hope Hammer V",2,14000,5,"Hammer",7,988,190,0,0,"-",0,"","",3,2,0,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",1
5,"Hammer_076","Expedition Tree","Esperanza Hammer",2,20000,5,"Hammer",8,1092,210,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Speed Sharpening",2,"Critical Eye",2
6,"Hammer_034","G. Rathalos Tree","Albirath Bludgeon I",100000,2600,5,"Hammer",4,832,160,0.15,0,"Fire",210,"","",1,0,0,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
7,"Hammer_035","G. Rathalos Tree","Albirath Bludgeon II",100000,10000,5,"Hammer",6,936,180,0.15,0,"Fire",260,"","",2,1,0,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
8,"Hammer_036","G. Rathalos Tree","Gibil Hammer",100000,20000,5,"Hammer",8,1092,210,0.15,0,"Fire",300,"","",3,2,1,"","","","","","","","","","","","Master's Touch",1,"Critical Element",1
9,"Hammer_010","Ore Tree","Iron Hammer I",10000,800,5,"Hammer",2,624,120,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Critical Draw",1,"",""
10,"Hammer_011","Ore Tree","Iron Hammer II",10000,2600,5,"Hammer",4,832,160,0,0,"-",0,"","",1,0,0,"","","","","","","","","","","","Critical Draw",2,"",""
11,"Hammer_012","Ore Tree","Iron Hammer III",10000,10000,5,"Hammer",6,988,190,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Critical Draw",2,"",""
12,"Hammer_013","Ore Tree","Iron Devil",10000,20000,5,"Hammer",8,1144,220,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Critical Draw",3,"",""
13,"Hammer_037","Jin Dahaad Tree","Jin Dhauda I",21,14000,5,"Hammer",7,988,190,0,0,"Ice",470,"","",3,2,0,"","","","","","","","","","","","Focus",3,"",""
14,"Hammer_038","Jin Dahaad Tree","Precipice Logamtu",21,20000,5,"Hammer",8,1092,210,0,0,"Ice",500,"","",3,2,1,"","","","","","","","","","","","Focus",3,"",""
15,"Hammer_023","Rompopolo Tree","Rompo Wrecker I",7,1500,5,"Hammer",3,728,140,0,0,"Poison",170,"","",0,0,0,"","","","","","","","","","","","Focus",2,"",""
16,"Hammer_024","Rompopolo Tree","Rompo Wrecker II",7,4000,5,"Hammer",5,884,170,0,0,"Poison",240,"","",2,1,0,"","","","","","","","","","","","Focus",2,"",""
17,"Hammer_025","Rompopolo Tree","Rompo Wrecker III",7,14000,5,"Hammer",7,1040,200,0,0,"Poison",270,"","",3,2,0,"","","","","","","","","","","","Focus",3,"",""
18,"Hammer_026","Rompopolo Tree","Rompo Robustox",7,20000,5,"Hammer",8,1144,220,0,0,"Poison",300,"","",3,2,1,"","","","","","","","","","","","Focus",3,"",""
19,"Hammer_068","Paralysis Tree","Jail Hammer I",4,500,5,"Hammer",1,520,100,0,0,"Paralysis",150,"","",0,0,0,"","","","","","","","","","","","Stamina Thief",1,"",""
20,"Hammer_069","Paralysis Tree","Jail Hammer II",4,1500,5,"Hammer",3,728,140,0,0,"Paralysis",170,"","",0,0,0,"","","","","","","","","","","","Stamina Thief",2,"",""
21,"Hammer_070","Paralysis Tree","Jail Hammer III",4,4000,5,"Hammer",5,884,170,0,0,"Paralysis",200,"","",2,1,0,"","","","","","","","","","","","Stamina Thief",2,"",""
22,"Hammer_071","Paralysis Tree","Jail Hammer IV",4,14000,5,"Hammer",7,1040,200,0,0,"Paralysis",220,"","",3,2,1,"","","","","","","","","","","","Stamina Thief",3,"",""
23,"Hammer_072","Paralysis Tree","Binder Mace",4,20000,5,"Hammer",8,1144,220,0,0,"Paralysis",250,"","",3,3,1,"","","","","","","","","","","","Stamina Thief",3,"",""
24,"Hammer_014","Chatacabra Tree","Chata Clobberer I",0,500,5,"Hammer",1,572,110,0,15,"-",0,"","",0,0,0,"","","","","","","","","","","","Charge Up",1,"",""
25,"Hammer_015","Chatacabra Tree","Chata Clobberer II",0,1500,5,"Hammer",3,780,150,0,15,"-",0,"","",0,0,0,"","","","","","","","","","","","Charge Up",1,"Stamina Thief",1
26,"Hammer_016","Chatacabra Tree","Chata Clobberer III",0,4000,5,"Hammer",5,936,180,0,15,"-",0,"","",2,1,0,"","","","","","","","","","","","Charge Up",1,"Stamina Thief",1
27,"Hammer_017","Chatacabra Tree","Chata Clobberer IV",0,14000,5,"Hammer",7,1092,210,0,15,"-",0,"","",3,2,0,"","","","","","","","","","","","Charge Up",1,"Stamina Thief",2
28,"Hammer_077","Chatacabra Tree","Shrouded Aghaturi",1,20000,5,"Hammer",8,1196,230,0,15,"-",0,"","",3,2,1,"","","","","","","","","","","","Charge Up",1,"Stamina Thief",3
29,"Hammer_044","G. Arkveld Tree","G. Veldian Malleus I",19,2600,5,"Hammer",4,884,170,-0.1,0,"Dragon",160,"","",1,1,0,"","","","","","","","","","","","Focus",2,"",""
30,"Hammer_045","G. Arkveld Tree","G. Veldian Malleus II",19,10000,5,"Hammer",6,1092,210,-0.1,0,"Dragon",210,"","",2,2,0,"","","","","","","","","","","","Focus",2,"",""
31,"Hammer_046","G. Arkveld Tree","G. Exultant Bedivere",19,20000,5,"Hammer",8,1248,240,-0.1,0,"Dragon",250,"","",3,3,1,"","","","","","","","","","","","Focus",2,"",""
32,"Hammer_067","Arkveld Tree","Veldian Malleus I",25,14000,5,"Hammer",7,1040,200,0,0,"Dragon",320,"","",3,2,0,"","","","","","","","","","","","Focus",3,"",""
33,"Hammer_078","Arkveld Tree","Exultant Bedivere",25,20000,5,"Hammer",8,1144,220,0,0,"Dragon",350,"","",3,2,1,"","","","","","","","","","","","Focus",3,"",""
34,"Hammer_005","Bone Tree","Bone Bludgeon I",10003,500,5,"Hammer",1,572,110,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Focus",1,"",""
35,"Hammer_006","Bone Tree","Bone Bludgeon II",10003,800,5,"Hammer",2,676,130,0,0,"-",0,"","",0,0,0,"","","","","","","","","","","","Focus",2,"Attack Boost",1
36,"Hammer_007","Bone Tree","Bone Bludgeon III",10003,2600,5,"Hammer",4,884,170,0,0,"-",0,"","",1,0,0,"","","","","","","","","","","","Focus",2,"Attack Boost",1
37,"Hammer_008","Bone Tree","Bone Bludgeon IV",10003,10000,5,"Hammer",6,1040,200,0,0,"-",0,"","",2,1,0,"","","","","","","","","","","","Focus",3,"Attack Boost",1
38,"Hammer_009","Bone Tree","Heavy Bone Bludgeon",10003,20000,5,"Hammer",8,1196,230,0,0,"-",0,"","",3,2,1,"","","","","","","","","","","","Focus",3,"Attack Boost",1
39,"Hammer_031","Nu Udra Tree","Nu Pulpo I",11,2600,5,"Hammer",4,884,170,-0.15,0,"Fire",200,"","",1,0,0,"","","","","","","","","","","","Protective Polish",2,"Speed Sharpening",1
40,"Hammer_032","Nu Udra Tree","Nu Pulpo II",11,14000,5,"Hammer",7,1092,210,-0.15,0,"Fire",270,"","",3,2,0,"","","","","","","","","","","","Protective Polish",2,"Speed Sharpening",2
41,"Hammer_033","Nu Udra Tree","Abaddonian Pulpo",11,20000,5,"Hammer",8,1196,230,-0.15,0,"Fire",300,"","",3,2,1,"","","","","","","","","","","","Protective Polish",3,"Speed Sharpening",2
42,"Hammer_027","Nerscylla Tree","Cluster Hammer I",10,1500,5,"Hammer",3,624,120,0.1,0,"Sleep",150,"","",0,0,0,"","","","","","","","","","","","Charge Master",1,"Focus",1
43,"Hammer_028","Nerscylla Tree","Cluster Hammer II",10,5000,5,"Hammer",5,780,150,0.15,0,"Sleep",210,"","",2,1,0,"","","","","","","","","","","","Charge Master",1,"Focus",1
44,"Hammer_029","Nerscylla Tree","Cluster Hammer III",10,14000,5,"Hammer",7,936,180,0.15,0,"Sleep",270,"","",3,2,0,"","","","","","","","","","","","Charge Master",2,"Focus",1
45,"Hammer_030","Nerscylla Tree","Nerscrapper",10,20000,5,"Hammer",8,1040,200,0.15,0,"Sleep",300,"","",3,2,1,"","","","","","","","","","","","Charge Master",2,"Focus",1
46,"Hammer_041","Xu Wu Tree","Nihil Hammer I",22,2600,5,"Hammer",4,832,160,0,0,"Water",160,"","",1,0,0,"","","","","","","","","","","","Focus",2,"",""
47,"Hammer_042","Xu Wu Tree","Nihil Hammer II",22,10000,5,"Hammer",6,988,190,0,0,"Water",210,"","",2,1,0,"","","","","","","","","","","","Focus",3,"",""
48,"Hammer_043","Xu Wu Tree","Zaccio's Execution",22,20000,5,"Hammer",8,1144,220,0,0,"Water",250,"","",3,2,1,"","","","","","","","","","","","Focus",3,"",""
49,"Hammer_018","Balahara Tree","Balahara Hammer I",5,800,5,"Hammer",2,572,110,0.1,0,"Water",160,"","",0,0,0,"","","","","","","","","","","","Slugger",1,"",""
50,"Hammer_019","Balahara Tree","Balahara Hammer II",5,2600,5,"Hammer",4,780,150,0.1,0,"Water",200,"","",1,0,0,"","","","","","","","","","","","Slugger",2,"",""
51,"Hammer_020","Balahara Tree","Balahara Hammer III",5,5000,5,"Hammer",5,832,160,0.1,0,"Water",230,"","",2,1,0,"","","","","","","","","","","","Slugger",2,"",""
52,"Hammer_021","Balahara Tree","Balahara Hammer IV",5,14000,5,"Hammer",7,988,190,0.1,0,"Water",270,"","",3,2,0,"","","","","","","","","","","","Slugger",3,"",""
53,"Hammer_022","Balahara Tree","Sandsea Siamitiya",6,20000,5,"Hammer",8,1092,210,0.1,0,"Water",300,"","",3,2,1,"","","","","","","","","","","","Slugger",3,"",""
54,"Hammer_049","Yian Kut-Ku Tree","Kut-Ku Pick I",13,4000,5,"Hammer",5,936,180,0,0,"Fire",410,"","",2,1,0,"","","","","","","","","","","","Charge Master",2,"",""
55,"Hammer_050","Yian Kut-Ku Tree","Kut-Ku Pick II",13,14000,5,"Hammer",7,1092,210,0,0,"Fire",470,"","",3,2,0,"","","","","","","","","","","","Charge Master",3,"",""
56,"Hammer_051","Yian Kut-Ku Tree","Kut-Ku Thwap",13,20000,5,"Hammer",8,1144,220,0,0,"Fire",500,"","",3,2,1,"","","","","","","","","","","","Charge Master",3,"",""
57,"Hammer_063","Rathalos Tree","Red Bludgeon I",8,10000,5,"Hammer",6,936,180,0.1,0,"Fire",340,"","",2,1,0,"","","","","","","","","","","","Critical Boost",3,"",""
58,"Hammer_064","Rathalos Tree","Huracan Hammer",8,20000,5,"Hammer",8,1040,200,0.1,0,"Fire",400,"","",3,2,1,"","","","","","","","","","","","Critical Boost",3,"",""
59,"Hammer_065","Gore Magala Tree","Wuchtblick I",9,14000,5,"Hammer",7,936,180,0.2,0,"Dragon",270,"","",3,2,0,"","","","","","","","","","","","Critical Element",3,"",""
60,"Hammer_066","Gore Magala Tree","Grimmblick",9,20000,5,"Hammer",8,1092,210,0.2,0,"Dragon",300,"","",3,2,1,"","","","","","","","","","","","Critical Element",3,"",""
61,"Hammer_052","Gypceros Tree","Venom Monster I",14,4000,5,"Hammer",5,936,180,0,0,"Poison",310,"","",2,1,0,"","","","","","","","","","","","Critical Draw",1,"Charge Up",1
62,"Hammer_053","Gypceros Tree","Venom Monster II",14,10000,5,"Hammer",6,1040,200,0,0,"Poison",340,"","",2,1,0,"","","","","","","","","","","","Critical Draw",2,"Charge Up",1
63,"Hammer_054","Gypceros Tree","Death Venom Hammer",14,20000,5,"Hammer",8,1196,230,0,0,"Poison",400,"","",3,3,1,"","","","","","","","","","","","Critical Draw",3,"Charge Up",1
64,"Hammer_055","G. Fulgur Tree","Crashing Fulgur I",100001,10000,5,"Hammer",6,936,180,0.15,0,"Thunder",390,"","",2,1,0,"","","","","","","","","","","","Critical Element",3,"",""
65,"Hammer_056","G. Fulgur Tree","Fulgurhammer Guardiana",100001,20000,5,"Hammer",8,1092,210,0.15,0,"Thunder",450,"","",3,2,1,"","","","","","","","","","","","Critical Element",3,"",""
66,"Hammer_057","Blangonga Tree","Blan Gada I",17,10000,5,"Hammer",6,1040,200,-0.1,0,"Ice",210,"","",2,1,0,"","","","","","","","","","","","Slugger",3,"",""
67,"Hammer_058","Blangonga Tree","Singha Gada",17,20000,5,"Hammer",8,1196,230,-0.1,0,"Ice",250,"","",3,2,1,"","","","","","","","","","","","Slugger",3,"",""
68,"Hammer_059","Gravios Tree","Shell Hammer I",16,10000,5,"Hammer",6,1092,210,-0.2,30,"Blast",340,"","",2,1,0,"","","","","","","","","","","","Charge Master",3,"",""
69,"Hammer_060","Gravios Tree","Graviton Hammer",26,20000,5,"Hammer",8,1300,250,-0.2,30,"Blast",400,"","",3,2,1,"","","","","","","","","","","","Charge Master",3,"",""
100,"Hammer_073","","Artian Hammer I",100002,40,5,"Hammer",6,884,170,0.05,0,"-",270,"","",2,2,2,"","","","","","","","","","","","","","",""
101,"Hammer_074","","Artian Hammer II",100002,100,5,"Hammer",7,936,180,0.05,0,"-",270,"","",2,2,2,"","","","","","","","","","","","","","",""
102,"Hammer_075","","Moteurvankel",100002,200,5,"Hammer",8,988,190,0.05,0,"-",320,"","",3,3,3,"","","","","","","","","","","","","","",""
0,"Whistle_000","Expedition Tree","Hope Horn I",4,200,6,"Hunting Horn",1,378,90,0,0,"-",0,"","",0,0,0,"TYPE_4","White, Red, Yellow","Self-Improvement, Attack Up (S), Fire Res (S), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Blunt)","Evasion & Movement Speed Up","","","","","","","","","",""
1,"Whistle_001","Expedition Tree","Hope Horn II",4,500,6,"Hunting Horn",1,420,100,0,0,"-",0,"","",0,0,0,"TYPE_4","White, Red, Yellow","Self-Improvement, Attack Up (S), Fire Res (S), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Blunt)","Evasion & Movement Speed Up","","","","","","","Speed Sharpening",1,"",""
2,"Whistle_002","Expedition Tree","Hope Horn III",4,1500,6,"Hunting Horn",3,546,130,0,0,"-",0,"","",0,0,0,"TYPE_4","White, Red, Yellow","Self-Improvement, Attack Up (S), Fire Res (S), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Blunt)","Evasion & Movement Speed Up","","","","","","","Speed Sharpening",1,"Critical Eye",1
3,"Whistle_003","Expedition Tree","Hope Horn IV",4,4000,6,"Hunting Horn",5,672,160,0,0,"-",0,"","",2,1,0,"TYPE_5","Purple, Red, Yellow","Self-Improvement, Attack Up (S), Fire Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Blunt)","Evasion & Movement Speed Up","","","","","","","Speed Sharpening",2,"Critical Eye",1
4,"Whistle_004","Expedition Tree","Hope Horn V",4,14000,6,"Hunting Horn",7,798,190,0,0,"-",0,"","",3,2,0,"TYPE_5","Purple, Red, Yellow","Self-Improvement, Attack Up (S), Fire Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Blunt)","Evasion & Movement Speed Up","","","","","","","Speed Sharpening",2,"Critical Eye",1
5,"Whistle_076","Expedition Tree","Esperanza Horn",4,20000,6,"Hunting Horn",8,882,210,0,0,"-",0,"","",3,2,1,"TYPE_5","Purple, Red, Yellow","Self-Improvement, Attack Up (S), Fire Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Blunt)","Evasion & Movement Speed Up","","","","","","","Speed Sharpening",2,"Critical Eye",2
6,"Whistle_035","G. Rathalos Tree","Albirath Feroce I",100000,2600,6,"Hunting Horn",4,672,160,0.15,0,"Fire",210,"","",1,0,0,"TYPE_0","White, Red, Blue","Self-Improvement, Attack Up (S), Defense Up (S), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Blunt)","F101B070: Stamina?","","","","","","","Master's Touch",1,"Critical Element",1
7,"Whistle_036","G. Rathalos Tree","Albirath Feroce II",100000,10000,6,"Hunting Horn",6,714,170,0.15,0,"Fire",260,"","",2,1,0,"TYPE_1","Purple, Red, Blue","Self-Improvement, Attack Up (L), Defense Up (L), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Blunt)","F101B070: Stamina?","","","","","","","Master's Touch",1,"Critical Element",1
8,"Whistle_037","G. Rathalos Tree","G. Rathalos Tree Feroce",100000,20000,6,"Hunting Horn",8,840,200,0.15,0,"Fire",300,"","",3,2,1,"TYPE_1","Purple, Red, Blue","Self-Improvement, Attack Up (L), Defense Up (L), Wind Pressure Negated, Sonic Barrier, Echo Wave, SP_PENETRATE_SOUND_ATTACK","Echo Wave (Blunt)","F101B070: Stamina?","","","","","","","Master's Touch",1,"Critical Element",1
9,"Whistle_010","Ore Tree","Metal Bagpipe I",10002,800,6,"Hunting Horn",2,504,120,0,0,"-",0,"","",0,0,0,"TYPE_2","White, Red, Sky","Self-Improvement, Attack Up (S), Earplugs (S), Muck Resistance, Environment Damage Negated, Echo Wave, Offset Melody","Echo Wave (Slash)","Evasion & Movement Speed Up","","","","","","","Critical Draw",1,"Horn Maestro",1
10,"Whistle_011","Ore Tree","Metal Bagpipe II",10002,2600,6,"Hunting Horn",4,672,160,0,0,"-",0,"","",1,0,0,"TYPE_2","White, Red, Sky","Self-Improvement, Attack Up (S), Earplugs (S), Muck Resistance, Environment Damage Negated, Echo Wave, Offset Melody","Echo Wave (Slash)","Evasion & Movement Speed Up","","","","","","","Critical Draw",2,"Horn Maestro",1
11,"Whistle_012","Ore Tree","Metal Bagpipe III",10002,10000,6,"Hunting Horn",6,756,180,0,0,"-",0,"","",2,1,0,"TYPE_3","Purple, Red, Sky","Self-Improvement, Attack Up (L), Earplugs (S), Muck Resistance, Environment Damage Negated, Echo Wave, Offset Melody","Echo Wave (Slash)","Evasion & Movement Speed Up","","","","","","","Critical Draw",3,"Horn Maestro",1
12,"Whistle_013","Ore Tree","Great Bagpipe",10002,20000,6,"Hunting Horn",8,882,210,0,0,"-",0,"","",3,2,1,"TYPE_3","Purple, Red, Sky","Self-Improvement, Attack Up (L), Earplugs (S), Muck Resistance, Environment Damage Negated, Echo Wave, Offset Melody","Echo Wave (Slash)","Evasion & Movement Speed Up","","","","","","","Critical Draw",3,"Horn Maestro",1
13,"Whistle_038","Jin Dahaad Tree","Jin Dhaang I",19,14000,6,"Hunting Horn",7,798,190,0,0,"Ice",470,"","",3,2,0,"TYPE_21","Purple, Green, Yellow","Self-Improvement, Health Recovery (S), Recovery Speed (S), Elem Attack Boost, Divine Protection, Thunder Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Ice)","26BEF740: Status Immunity?","","","","","","","Slugger",3,"",""
14,"Whistle_039","Jin Dahaad Tree","Precipice Kovira",19,20000,6,"Hunting Horn",8,882,210,0,0,"Ice",500,"","",3,2,1,"TYPE_21","Purple, Green, Yellow","Self-Improvement, Health Recovery (S), Recovery Speed (S), Elem Attack Boost, Divine Protection, Thunder Res (L), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Ice)","26BEF740: Status Immunity?","","","","","","","Slugger",3,"",""
15,"Whistle_029","Ajarakan Tree","Ajara Reverberator I",12,1500,6,"Hunting Horn",3,546,130,0.1,0,"Blast",140,"","",0,0,0,"TYPE_2","White, Red, Sky","Self-Improvement, Attack Up (S), Earplugs (S), Muck Resistance, Environment Damage Negated, Echo Wave, Offset Melody","Echo Wave (Blast)","Evasion & Movement Speed Up","","","","","","","Slugger",2,"",""
16,"Whistle_030","Ajarakan Tree","Ajara Reverberator II",12,10000,6,"Hunting Horn",6,756,180,0.1,0,"Blast",190,"","",2,1,0,"TYPE_3","Purple, Red, Sky","Self-Improvement, Attack Up (L), Earplugs (S), Muck Resistance, Environment Damage Negated, Echo Wave, Offset Melody","Echo Wave (Blast)","Evasion & Movement Speed Up","","","","","","","Slugger",3,"",""
17,"Whistle_031","Ajarakan Tree","Ajara-Jivaka",12,20000,6,"Hunting Horn",8,882,210,0.1,0,"Blast",250,"","",3,2,1,"TYPE_3","Purple, Red, Sky","Self-Improvement, Attack Up (L), Earplugs (S), Muck Resistance, Environment Damage Negated, Echo Wave, Offset Melody","Echo Wave (Blast)","Evasion & Movement Speed Up","","","","","","","Slugger",3,"",""
18,"Whistle_042","Xu Wu Tree","Nihil Chord I",20,2600,6,"Hunting Horn",4,672,160,0,0,"Water",160,"","",1,0,0,"TYPE_12","White, Blue, Green","Self-Improvement, Health Recovery (S), Health Recovery (S) + Antidote, Stamina Use Reduced (S), Defense Up (S), Wind Pressure Negated, Echo Wave, SP_HEAL","Echo Wave (Blunt)","F101B070: Stamina?","","","","","","","Stamina Thief",2,"Horn Maestro",1
19,"Whistle_043","Xu Wu Tree","Nihil Chord II",20,10000,6,"Hunting Horn",6,798,190,0,0,"Water",210,"","",2,1,0,"TYPE_13","Purple, Blue, Green","Self-Improvement, Health Recovery (S), Health Recovery (M) + Antidote, Stamina Use Reduced (L), Defense Up (L), Wind Pressure Negated, Echo Wave, SP_HEAL","Echo Wave (Blunt)","F101B070: Stamina?","","","","","","","Stamina Thief",3,"Horn Maestro",1
20,"Whistle_044","Xu Wu Tree","Kae-Jin's Lament",20,20000,6,"Hunting Horn",8,924,220,0,0,"Water",250,"","",3,2,1,"TYPE_13","Purple, Blue, Green","Self-Improvement, Health Recovery (S), Health Recovery (M) + Antidote, Stamina Use Reduced (L), Defense Up (L), Wind Pressure Negated, Echo Wave, SP_HEAL","Echo Wave (Blunt)","F101B070: Stamina?","","","","","","","Stamina Thief",3,"Horn Maestro",1
21,"Whistle_017","Balahara Tree","Balahara Horn I",0,800,6,"Hunting Horn",2,462,110,0.1,0,"Water",160,"","",0,0,0,"TYPE_20","White, Green, Yellow","Self-Improvement, Health Recovery (S), Recovery Speed (S), Thunder Res (S), Sonic Waves, Echo Wave, Offset Melody","Echo Wave (Water)","Evasion & Movement Speed Up","","","","","","","Slugger",1,"",""
